Invoice_ID,Vendor_Name,Invoice_Date,Amount,GST,Quantity,True_Anomaly,IQR_Outlier_Flag,Invoice_Month,Invoice_Weekday,Vendor_Frequency,Dept_Avg_Amount,Amount_Deviation,Category_Avg_Amount,Category_Amount_Deviation,Department_Administration,Department_Education,Department_Health,Department_It & Electronics,Department_Public Works,Department_Sanitation,Department_Transport,Department_Water Supply,Category_Cleaning Supplies,Category_Construction Material,Category_Electronics,Category_Fuel,Category_Furniture,Category_Medical Supplies,Category_Office Equipment,Category_Software License,Category_Stationery,Category_Vehicle Maintenance,GST_Category_Non-Standard,GST_Category_Standard,Amount_Category_High,Amount_Category_Low,Amount_Category_Medium,Amount_Category_Very High,Department,Category,GST_Category,Amount_Category,anomaly_raw_auto,Predicted_Anomaly_auto,anomaly_raw_informed,Predicted_Anomaly_informed,Risk_Score,Risk_Level
INV200175,Vendor_039,2024-09-26,13269.45,18.0,18,1,0,9,3,262,13887.667786688053,0.9554844055759572,19666.688681541586,0.6747170413316305,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Transport,Office Equipment,Standard,Medium,0.0845111779239233,0,0.0583210318534618,0,5.92,Low
INV109212,Vendor_022,2025-03-17,11738.54,18.0,36,0,0,3,0,253,20523.28511405445,0.5719620389603898,20003.4461372549,0.5868258858726277,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Administration,Furniture,Standard,Medium,0.0830226105236431,0,0.0568324644531817,0,6.55,Low
INV104963,Vendor_035,2024-02-01,7097.87,28.0,28,0,0,2,3,229,11336.803936430317,0.6260909194337665,18818.63733464956,0.3771723676788831,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,It & Electronics,Software License,Standard,Medium,0.0602546953733624,0,0.0340645493029009,0,16.11,Low
INV109937,Vendor_007,2025-06-19,27661.65,5.0,8,0,0,6,3,246,23302.23803174604,1.187081256414722,19027.396498091603,1.4537800798324874,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,Sanitation,Electronics,Standard,High,0.0312276343443494,0,0.005037488273888,0,28.31,Low
INV107481,Vendor_020,2025-12-24,21622.46,18.0,24,0,0,12,2,249,21224.743248847928,1.018738353933853,19027.396498091603,1.1363856322733736,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,Education,Electronics,Standard,High,0.0384086788874465,0,0.012218532816985,0,25.29,Low
INV200122,Vendor_026,2024-09-06,10574.93,18.0,49,1,0,9,4,279,20523.28511405445,0.5152649754282385,20238.44245229008,0.5225169883961794,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Cleaning Supplies,Standard,Medium,0.0711235799914885,0,0.0449334339210271,0,11.55,Low
INV108997,Vendor_038,2025-06-06,21420.72,18.0,30,0,0,6,4,262,25426.145742496054,0.8424682300234921,19628.02992047714,1.0913331641935504,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,Water Supply,Medical Supplies,Standard,High,0.0604892086306642,0,0.0342990625602027,0,16.01,Low
INV102233,Vendor_031,2024-02-16,8891.83,5.0,44,0,0,2,4,262,13887.667786688053,0.6402680519563706,19027.396498091603,0.467317218143419,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Electronics,Standard,Medium,0.0496144177880943,0,0.0234242717176329,0,20.58,Low
INV107685,Vendor_001,2024-11-19,17451.65,28.0,30,0,0,11,1,236,20523.28511405445,0.8503341401250144,18624.887284522705,0.9370070128962518,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Construction Material,Standard,Medium,0.0721519312122515,0,0.0459617851417901,0,11.11,Low
INV104265,Vendor_036,2024-02-28,10093.36,12.0,13,0,0,2,2,273,12426.504137658229,0.812244528967106,18027.235835010066,0.5598950439422354,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Health,Stationery,Standard,Medium,0.0610811378239103,0,0.0348909917534489,0,15.77,Low
INV103130,Vendor_019,2024-07-29,9180.04,18.0,13,0,0,7,0,230,12426.504137658229,0.738746786570497,19628.02992047714,0.4677005301700112,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Health,Medical Supplies,Standard,Medium,0.0652252190611508,0,0.0390350729906893,0,14.02,Low
INV100856,Vendor_019,2024-11-24,18813.89,5.0,35,0,0,11,6,230,27031.33595294118,0.6960029660669779,19628.02992047714,0.958521567178386,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Public Works,Medical Supplies,Standard,Medium,0.0531375689788758,0,0.0269474229084144,0,19.1,Low
INV101277,Vendor_004,2024-02-13,26717.95,28.0,36,0,0,2,1,249,23302.23803174604,1.146583000465472,19779.58168627451,1.3507843807708118,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Sanitation,Vehicle Maintenance,Standard,High,0.0388406284893569,0,0.0126504824188954,0,25.11,Low
INV107791,Vendor_010,2024-11-10,9394.14,12.0,21,0,0,11,6,247,11336.803936430317,0.8286409514247968,18818.63733464956,0.4991934236759623,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,It & Electronics,Software License,Standard,Medium,0.0618783568059886,0,0.0356882107355271,0,15.43,Low
INV109231,Vendor_005,2025-10-13,8883.16,18.0,27,0,0,10,0,242,13887.667786688053,0.6396437570687646,18818.63733464956,0.4720405543734032,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Transport,Software License,Standard,Medium,0.0656389401751907,0,0.0394487941047293,0,13.85,Low
INV109697,Vendor_012,2025-04-04,8805.75,12.0,40,0,0,4,4,239,12426.504137658229,0.7086264891921117,20238.44245229008,0.4351001822772971,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Cleaning Supplies,Standard,Medium,0.083629790762399,0,0.0574396446919376,0,6.29,Low
INV107822,Vendor_026,2024-07-14,12038.36,18.0,11,0,0,7,6,279,12426.504137658229,0.968764816447293,19666.688681541586,0.6121193147933823,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Health,Office Equipment,Standard,Medium,0.0704687494779955,0,0.044278603407534,0,11.82,Low
INV103287,Vendor_028,2025-06-08,21174.76,28.0,16,0,0,6,6,248,20523.28511405445,1.031743206914736,19027.396498091603,1.1128564016692335,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,Administration,Electronics,Standard,High,0.0279380981374506,0,0.0017479520669891,0,29.69,Low
INV102119,Vendor_021,2024-06-03,16336.69,28.0,27,0,0,6,0,260,23302.23803174604,0.7010781529973023,18027.235835010066,0.9062226815867738,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Sanitation,Stationery,Standard,Medium,0.0617752065030817,0,0.0355850604326202,0,15.47,Low
INV106006,Vendor_008,2024-12-23,8672.74,18.0,14,0,0,12,0,259,11336.803936430317,0.7650074967011236,20822.788215010143,0.4165023391895346,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,It & Electronics,Fuel,Standard,Medium,0.0390308867171725,0,0.012840740646711,0,25.03,Low
INV104097,Vendor_012,2025-02-18,19746.31,5.0,48,0,0,2,1,239,21224.743248847928,0.9303438806531534,19779.58168627451,0.998317877152195,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Education,Vehicle Maintenance,Standard,Medium,0.0473108487847541,0,0.0211207027142927,0,21.55,Low
INV105412,Vendor_025,2025-04-25,24954.31,28.0,36,0,0,4,4,267,23302.23803174604,1.0708975664055638,19666.688681541586,1.268861799974552,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,Sanitation,Office Equipment,Standard,High,0.0500785906966372,0,0.0238884446261758,0,20.39,Low
INV106391,Vendor_030,2024-06-28,12885.24,28.0,40,0,0,6,4,296,20523.28511405445,0.6278351603260689,19027.396498091603,0.6771940660033208,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Electronics,Standard,Medium,0.0602440747107941,0,0.0340539286403327,0,16.12,Low
INV101886,Vendor_026,2025-07-05,12798.99,28.0,13,0,0,7,5,279,12426.504137658229,1.0299751127280408,18027.235835010066,0.7099807267813921,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Health,Stationery,Standard,Medium,0.0450243564486143,0,0.0188342103781528,0,22.51,Low
INV104248,Vendor_024,2024-06-06,101299.89,28.0,47,1,1,6,3,256,12426.504137658229,8.15192180180531,20822.788215010143,4.864857143721887,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,Health,Fuel,Standard,Very High,-0.0767244963705205,1,-0.102914642440982,1,73.67,High
INV101576,Vendor_031,2025-03-24,10463.57,12.0,27,0,0,3,0,262,13887.667786688053,0.7534432822500117,19779.58168627451,0.5290086598373768,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Transport,Vehicle Maintenance,Standard,Medium,0.0679954522218014,0,0.04180530615134,0,12.86,Low
INV104932,Vendor_031,2025-06-28,8531.79,12.0,43,0,0,6,5,262,11336.803936430317,0.7525745393358592,18027.235835010066,0.4732722242103646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,It & Electronics,Stationery,Standard,Medium,0.0535412338934023,0,0.0273510878229408,0,18.93,Low
INV101026,Vendor_016,2024-02-13,17331.3,28.0,6,0,0,2,1,245,20523.28511405445,0.8444700691767633,18027.235835010066,0.9613953108851824,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Administration,Stationery,Standard,Medium,0.0607981555267426,0,0.0346080094562812,0,15.88,Low
INV108518,Vendor_014,2024-08-05,9939.3,12.0,23,0,0,8,0,257,13887.667786688053,0.715692523227497,19027.396498091603,0.5223678394990552,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Electronics,Standard,Medium,0.059678862075388,0,0.0334887160049265,0,16.36,Low
INV100388,Vendor_014,2024-12-27,11582.92,5.0,5,0,0,12,4,257,13887.667786688053,0.8340435685754771,19666.688681541586,0.5889613746146953,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Transport,Office Equipment,Standard,Medium,0.070110778844974,0,0.0439206327745125,0,11.97,Low
INV103542,Vendor_022,2025-04-03,18756.03,5.0,31,0,0,4,3,253,27031.33595294118,0.6938624873240579,20822.788215010143,0.9007453663904472,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Public Works,Fuel,Standard,Medium,0.0587114196536722,0,0.0325212735832108,0,16.76,Low
INV106811,Vendor_038,2024-09-03,8061.36,5.0,9,0,0,9,1,262,12426.504137658229,0.6487230769569566,20822.788215010143,0.3871412376076011,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Health,Fuel,Standard,Medium,0.0448296343947527,0,0.0186394883242913,0,22.6,Low
INV102239,Vendor_018,2025-10-17,7252.54,5.0,15,0,0,10,4,232,12426.504137658229,0.5836347793118539,20822.788215010143,0.3482982166034803,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Health,Fuel,Standard,Medium,0.0471170048857448,0,0.0209268588152833,0,21.63,Low
INV106473,Vendor_033,2025-06-12,19096.16,12.0,45,0,0,6,3,248,21224.743248847928,0.8997121791349129,19666.688681541586,0.9709900995139532,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Education,Office Equipment,Standard,Medium,0.0841513390774065,0,0.057961193006945,0,6.07,Low
INV101575,Vendor_028,2024-06-14,128523.29,18.0,39,1,1,6,4,248,25426.145742496054,5.054768870658688,18027.235835010066,7.1293952759190855,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,Water Supply,Stationery,Standard,Very High,-0.0576396427671888,1,-0.0838297888376502,1,65.65,Medium
INV103723,Vendor_013,2025-08-27,8692.41,28.0,4,0,0,8,2,251,12426.504137658229,0.699505661745837,20238.44245229008,0.4294999489457456,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Cleaning Supplies,Standard,Medium,0.0714278786364777,0,0.0452377325660162,0,11.42,Low
INV104510,Vendor_002,2025-08-26,21512.9,5.0,23,0,0,8,1,293,27031.33595294118,0.7958504173619751,19666.688681541586,1.0938750467022549,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,Public Works,Office Equipment,Standard,High,0.0613531765688079,0,0.0351630304983465,0,15.65,Low
INV103315,Vendor_037,2025-05-19,4171.59,12.0,29,0,0,5,0,269,11336.803936430317,0.3679687876223016,19628.02992047714,0.2125322825011565,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,It & Electronics,Medical Supplies,Standard,Low,0.000917980052264,0,-0.0252721660181973,1,41.05,Medium
INV104401,Vendor_020,2025-04-17,18732.94,12.0,29,0,0,4,3,249,21224.743248847928,0.8825991334908995,19628.02992047714,0.9543973631534294,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Education,Medical Supplies,Standard,Medium,0.0841835482873742,0,0.0579934022169127,0,6.06,Low
INV100088,Vendor_008,2025-06-03,19480.92,18.0,26,0,0,6,1,259,23302.23803174604,0.8360106859032156,18624.887284522705,1.0459617662324676,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Sanitation,Construction Material,Standard,Medium,0.0736415341509358,0,0.0474513880804743,0,10.49,Low
INV100510,Vendor_023,2025-01-19,10991.05,28.0,23,0,0,1,6,215,13887.667786688053,0.791425181594235,20822.788215010143,0.5278375732639436,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Fuel,Standard,Medium,0.0456350646824416,0,0.0194449186119802,0,22.26,Low
INV108029,Vendor_021,2024-08-31,6022.15,5.0,12,0,0,8,5,260,11336.803936430317,0.5312035061882024,20003.4461372549,0.3010556260495636,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,It & Electronics,Furniture,Standard,Medium,0.0567254051017646,0,0.0305352590313031,0,17.6,Low
INV109042,Vendor_032,2025-01-25,19084.09,18.0,18,0,0,1,5,256,20523.28511405445,0.9298750124038924,20822.788215010143,0.9165002209571148,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Fuel,Standard,Medium,0.0591483478854918,0,0.0329582018150304,0,16.58,Low
INV108484,Vendor_025,2025-06-28,17319.4,28.0,11,0,0,6,5,267,21224.743248847928,0.8160004480120198,19779.58168627451,0.8756201356886287,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Education,Vehicle Maintenance,Standard,Medium,0.0712633248050477,0,0.0450731787345862,0,11.49,Low
INV105826,Vendor_027,2024-12-29,23997.82,5.0,18,0,0,12,6,257,25426.145742496054,0.9438245278320412,20238.44245229008,1.1857542919408075,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Water Supply,Cleaning Supplies,Standard,High,0.0405942311130342,0,0.0144040850425727,0,24.37,Low
INV105491,Vendor_003,2025-09-16,6994.41,28.0,36,0,0,9,1,244,11336.803936430317,0.6169648905653007,19666.688681541586,0.3556475679896581,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,It & Electronics,Office Equipment,Standard,Medium,0.0681530020033137,0,0.0419628559328523,0,12.79,Low
INV107799,Vendor_038,2024-07-21,19292.07,5.0,33,0,0,7,6,262,20523.28511405445,0.9400088676246422,19779.58168627451,0.975352780761142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Administration,Vehicle Maintenance,Standard,Medium,0.0705459011706349,0,0.0443557551001735,0,11.79,Low
INV108525,Vendor_006,2025-03-22,9260.62,18.0,6,0,0,3,5,246,20523.28511405445,0.4512250328607616,20238.44245229008,0.4575757260881564,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Administration,Cleaning Supplies,Standard,Medium,0.0764436039581762,0,0.0502534578877147,0,9.31,Low
INV105857,Vendor_013,2025-09-12,20193.72,18.0,36,0,0,9,4,251,27031.33595294118,0.7470485378582555,19779.58168627451,1.0209376679595237,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Public Works,Vehicle Maintenance,Standard,High,0.0645484517142986,0,0.0383583056438372,0,14.31,Low
INV104698,Vendor_021,2025-09-07,15194.63,12.0,30,0,0,9,6,260,20523.28511405445,0.7403605180924294,19666.688681541586,0.772607440227653,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,Administration,Office Equipment,Standard,Medium,0.0878093368855242,0,0.0616191908150628,0,4.53,Low
INV109147,Vendor_026,2025-06-24,11196.01,12.0,38,0,0,6,1,279,13887.667786688053,0.8061835991448381,20238.44245229008,0.5532051207198071,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Cleaning Supplies,Standard,Medium,0.0815504318583371,0,0.0553602857878756,0,7.16,Low
INV102927,Vendor_006,2024-03-11,24287.29,12.0,9,0,0,3,0,246,23302.23803174604,1.0422728480805994,19779.58168627451,1.2278970498579094,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Sanitation,Vehicle Maintenance,Standard,High,0.0511729349124956,0,0.0249827888420342,0,19.93,Low
INV108974,Vendor_031,2024-01-22,18897.32,5.0,44,0,0,1,0,262,27031.33595294118,0.6990893839985682,18027.235835010066,1.048264979332005,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Public Works,Stationery,Standard,Medium,0.0321915047785409,0,0.0060013587080795,0,27.91,Low
INV109979,Vendor_035,2024-06-22,12128.78,28.0,25,0,0,6,5,229,11336.803936430317,1.0698588480501725,19779.58168627451,0.6131969923517863,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,It & Electronics,Vehicle Maintenance,Standard,Medium,0.0536666884431326,0,0.0274765423726712,0,18.88,Low
INV104174,Vendor_011,2024-02-04,14337.48,12.0,34,0,0,2,6,243,20523.28511405445,0.6985957618540133,20003.4461372549,0.7167504989701515,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Administration,Furniture,Standard,Medium,0.0842058418621553,0,0.0580156957916939,0,6.05,Low
INV105608,Vendor_021,2024-03-21,13778.54,28.0,3,0,0,3,3,260,13887.667786688053,0.9921421084976808,19027.396498091603,0.7241421600365532,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,Transport,Electronics,Standard,Medium,0.0494752782221067,0,0.0232851321516453,0,20.64,Low
INV100416,Vendor_019,2024-12-20,21358.78,28.0,30,0,0,12,4,230,27031.33595294118,0.7901488863585386,19027.396498091603,1.122527719551239,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,Public Works,Electronics,Standard,High,0.0368279184339992,0,0.0106377723635378,0,25.96,Low
INV102846,Vendor_030,2025-02-02,10686.41,28.0,3,0,0,2,6,296,23302.23803174604,0.4586001561498626,20822.788215010143,0.5132074479966464,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,Sanitation,Fuel,Standard,Medium,0.0213889723568151,0,-0.0048011737136463,1,32.45,Medium
INV106962,Vendor_026,2024-04-15,9356.01,5.0,35,0,0,4,0,279,12426.504137658229,0.7529076477467892,18624.887284522705,0.5023391474575447,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Construction Material,Standard,Medium,0.0571256852870781,0,0.0309355392166167,0,17.43,Low
INV108333,Vendor_026,2025-10-12,11069.45,5.0,27,0,0,10,6,279,13887.667786688053,0.7970704779250669,18027.235835010066,0.6140403388134752,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Transport,Stationery,Standard,Medium,0.0540425051354152,0,0.0278523590649537,0,18.72,Low
INV103949,Vendor_038,2025-10-21,25132.63,5.0,22,0,0,10,1,262,23302.23803174604,1.0785500502466894,19779.58168627451,1.2706350618850597,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Sanitation,Vehicle Maintenance,Standard,High,0.0541152786173028,0,0.0279251325468414,0,18.69,Low
INV103024,Vendor_013,2024-09-19,165371.36,18.0,34,1,1,9,3,251,21224.743248847928,7.791442189010993,19666.688681541586,8.408703807632413,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,Education,Office Equipment,Standard,Very High,-0.0750917542050354,1,-0.1012819002754968,1,72.99,High
INV105391,Vendor_026,2025-10-03,10527.47,28.0,10,0,0,10,4,279,12426.504137658229,0.8471787305085063,20238.44245229008,0.5201719462758739,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Health,Cleaning Supplies,Standard,Medium,0.0748460482366768,0,0.0486559021662154,0,9.98,Low
INV109392,Vendor_021,2024-06-07,24435.55,12.0,30,0,0,6,4,260,21224.743248847928,1.1512765885319416,18818.63733464956,1.2984760567657243,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Education,Software License,Standard,High,0.0484952957860772,0,0.0223051497156157,0,21.05,Low
INV106792,Vendor_030,2025-11-09,10246.58,18.0,27,0,0,11,6,296,11336.803936430317,0.9038332194378936,19666.688681541586,0.5210119591518757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,It & Electronics,Office Equipment,Standard,Medium,0.0507278208364194,0,0.024537674765958,0,20.12,Low
INV104899,Vendor_005,2025-12-09,17856.36,28.0,48,0,0,12,1,242,23302.23803174604,0.7662937772617897,18027.235835010066,0.9905212403846068,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Sanitation,Stationery,Standard,Medium,0.0452841961957417,0,0.0190940501252802,0,22.4,Low
INV109689,Vendor_038,2024-01-20,18874.28,18.0,26,0,0,1,5,262,27031.33595294118,0.6982370398880103,20003.4461372549,0.9435514196150474,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,Public Works,Furniture,Standard,Medium,0.0691721313542119,0,0.0429819852837505,0,12.37,Low
INV100399,Vendor_040,2024-06-15,165103.91,28.0,26,1,1,6,5,222,23302.23803174604,7.085324155348043,19779.58168627451,8.347189168038335,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,Sanitation,Vehicle Maintenance,Standard,Very High,-0.0744056603979049,1,-0.1005958064683664,1,72.7,High
INV104366,Vendor_031,2024-10-26,8034.75,18.0,38,0,0,10,5,262,20523.28511405445,0.3914943419315342,19628.02992047714,0.4093508127179726,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Administration,Medical Supplies,Standard,Medium,0.0703357583015615,0,0.0441456122311,0,11.88,Low
INV107182,Vendor_007,2024-01-16,14214.77,18.0,44,0,0,1,1,246,20523.28511405445,0.6926166995685137,19779.58168627451,0.7186587777973052,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Administration,Vehicle Maintenance,Standard,Medium,0.0698050884616092,0,0.0436149423911477,0,12.1,Low
INV107910,Vendor_013,2024-10-03,11000.77,5.0,31,0,0,10,3,251,20523.28511405445,0.5360140902816097,19628.02992047714,0.5604622595629598,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Administration,Medical Supplies,Standard,Medium,0.0788368050353565,0,0.052646658964895,0,8.3,Low
INV109397,Vendor_036,2024-02-15,7759.59,28.0,5,0,0,2,3,273,12426.504137658229,0.6244386928166503,18818.63733464956,0.4123353812506266,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,Health,Software License,Standard,Medium,0.0493479373759875,0,0.023157791305526,0,20.7,Low
INV103535,Vendor_002,2024-08-22,15216.18,28.0,49,0,0,8,3,293,20523.28511405445,0.7414105449219668,19779.58168627451,0.7692872499198932,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Administration,Vehicle Maintenance,Standard,Medium,0.0647056363689376,0,0.0385154902984762,0,14.24,Low
INV106539,Vendor_004,2024-10-19,20541.17,18.0,26,0,0,10,5,249,25426.145742496054,0.8078758852415631,19779.58168627451,1.038503762405348,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Water Supply,Vehicle Maintenance,Standard,High,0.0666564949247008,0,0.0404663488542393,0,13.42,Low
INV108922,Vendor_018,2025-08-30,112873.17,28.0,28,1,1,8,5,232,11336.803936430317,9.95634842349942,18818.63733464956,5.997945972005839,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,It & Electronics,Software License,Standard,Very High,-0.0739559175366693,1,-0.1001460636071307,1,72.51,High
INV102769,Vendor_038,2024-09-11,98315.68,18.0,24,1,1,9,2,262,20523.28511405445,4.7904455575035065,19628.02992047714,5.008942843389044,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,Administration,Medical Supplies,Standard,Very High,-0.0318953843371337,1,-0.0580855304075952,1,54.84,Medium
INV101068,Vendor_037,2024-03-21,20315.98,5.0,10,0,0,3,3,269,27031.33595294118,0.7515714367713111,18818.63733464956,1.0795670078934718,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Public Works,Software License,Standard,High,0.0577765258752564,0,0.031586379804795,0,17.15,Low
INV108109,Vendor_039,2025-02-13,21556.1,28.0,43,0,0,2,3,262,23302.23803174604,0.9250656512319904,19779.58168627451,1.089815767689276,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Sanitation,Vehicle Maintenance,Standard,High,0.0516750904254354,0,0.025484944354974,0,19.72,Low
INV104721,Vendor_028,2025-10-11,20045.3,28.0,13,0,0,10,5,248,27031.33595294118,0.7415578732363372,20238.44245229008,0.9904566543228122,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Public Works,Cleaning Supplies,Standard,High,0.0523081116685441,0,0.0261179655980826,0,19.45,Low
