Invoice_ID,Vendor_Name,Department,Invoice_Date,Amount,GST,Quantity,Category,True_Anomaly,IQR_Outlier_Flag
INV105111,Vendor_031,Transport,2025-08-26,13813.49,12.0,39,Furniture,0,0
INV107081,Vendor_025,Health,2025-04-16,12671.3,5.0,37,Construction Material,0,0
INV108196,Vendor_040,Health,2024-07-02,11014.42,18.0,39,Furniture,0,0
INV101978,Vendor_016,Education,2024-04-27,14690.61,18.0,35,Construction Material,0,0
INV101061,Vendor_001,It & Electronics,2024-08-15,7599.6,12.0,8,Construction Material,0,0
INV101425,Vendor_023,Administration,2025-11-13,16957.74,28.0,49,Cleaning Supplies,0,0
INV105381,Vendor_035,Water Supply,2024-10-18,21181.18,18.0,14,Electronics,0,0
INV108880,Vendor_001,Water Supply,2025-05-12,20820.01,12.0,41,Medical Supplies,0,0
INV104762,Vendor_028,It & Electronics,2025-04-29,10428.52,18.0,14,Electronics,0,0
INV101502,Vendor_006,Education,2024-06-23,15933.92,5.0,41,Vehicle Maintenance,0,0
INV108740,Vendor_008,Transport,2024-05-28,10173.94,5.0,15,Cleaning Supplies,0,0
INV102926,Vendor_002,Water Supply,2025-11-18,19784.07,18.0,27,Cleaning Supplies,0,0
INV106117,Vendor_004,Transport,2024-08-08,10082.65,12.0,44,Furniture,0,0
INV103724,Vendor_027,Health,2025-09-09,4913.8,18.0,10,Software License,0,0
INV109413,Vendor_013,Health,2025-03-17,13358.37,28.0,39,Furniture,0,0
INV100678,Vendor_038,Education,2024-04-23,13825.63,18.0,45,Furniture,0,0
INV105869,Vendor_011,Health,2025-01-19,11204.94,18.0,17,Fuel,0,0
INV107048,Vendor_029,Public Works,2024-05-22,20977.39,12.0,3,Software License,0,0
INV106129,Vendor_027,Water Supply,2024-05-15,21790.56,18.0,46,Construction Material,0,0
INV200129,Vendor_008,Water Supply,2024-02-14,21209.18,5.0,12,Construction Material,1,0
INV100102,Vendor_040,Water Supply,2025-03-12,22540.78,28.0,20,Fuel,0,0
INV100957,Vendor_014,It & Electronics,2024-07-26,6434.84,12.0,8,Medical Supplies,0,0
INV108658,Vendor_022,Health,2024-04-06,13558.96,28.0,22,Cleaning Supplies,0,0
INV106373,Vendor_027,Health,2025-08-22,7773.31,28.0,47,Electronics,0,0
INV107229,Vendor_009,It & Electronics,2025-07-10,10849.57,12.0,22,Stationery,0,0
INV107801,Vendor_026,Water Supply,2025-12-04,20783.87,5.0,7,Cleaning Supplies,0,0
INV102913,Vendor_009,Transport,2024-11-19,12410.15,5.0,10,Cleaning Supplies,0,0
INV102688,Vendor_010,Administration,2025-08-26,15843.48,18.0,12,Furniture,0,0
INV103643,Vendor_021,Water Supply,2025-08-16,21037.74,12.0,9,Furniture,0,0
INV106248,Vendor_034,Health,2025-03-06,10911.79,5.0,38,Vehicle Maintenance,0,0
INV107507,Vendor_040,Sanitation,2025-08-05,20968.06,5.0,13,Medical Supplies,0,0
INV106130,Vendor_002,Sanitation,2025-07-24,15269.66,28.0,10,Cleaning Supplies,0,0
INV108947,Vendor_031,Water Supply,2024-10-05,18345.34,5.0,15,Electronics,0,0
INV108079,Vendor_036,Health,2025-12-08,9548.39,12.0,1,Fuel,0,0
INV100418,Vendor_009,It & Electronics,2025-09-22,10008.81,12.0,14,Electronics,0,0
INV107920,Vendor_011,It & Electronics,2025-10-08,4352.35,18.0,16,Electronics,0,0
INV200134,Vendor_018,Education,2024-05-02,9491.82,12.0,42,Office Equipment,1,0
INV108490,Vendor_039,Administration,2025-11-15,8453.54,18.0,13,Cleaning Supplies,0,0
INV101947,Vendor_037,Education,2024-03-27,16428.16,18.0,44,Stationery,0,0
INV105135,Vendor_023,Health,2025-05-25,10010.81,18.0,40,Office Equipment,0,0
INV102299,Vendor_003,Health,2025-03-28,12148.8,18.0,33,Electronics,0,0
INV105128,Vendor_038,Public Works,2025-04-06,18530.56,28.0,19,Cleaning Supplies,0,0
INV107654,Vendor_008,Water Supply,2025-01-07,21591.88,28.0,23,Furniture,0,0
INV100208,Vendor_023,Water Supply,2024-11-02,19396.41,28.0,7,Office Equipment,0,0
INV103154,Vendor_002,Administration,2024-10-05,14531.15,12.0,40,Fuel,0,0
INV103533,Vendor_015,Water Supply,2024-08-25,20712.42,12.0,31,Software License,0,0
INV104459,Vendor_016,Sanitation,2025-02-28,19045.06,12.0,41,Software License,0,0
INV100528,Vendor_021,Water Supply,2025-02-11,22135.28,18.0,4,Furniture,0,0
INV101233,Vendor_009,Health,2024-03-19,8673.5,18.0,38,Fuel,0,0
INV100779,Vendor_008,Administration,2024-09-15,13647.5,28.0,37,Fuel,0,0
INV100722,Vendor_003,Water Supply,2024-10-09,20645.01,28.0,48,Furniture,0,0
INV104344,Vendor_011,Sanitation,2025-08-21,25954.72,18.0,31,Furniture,0,0
INV109617,Vendor_020,Water Supply,2025-01-22,20759.88,12.0,43,Fuel,0,0
INV101860,Vendor_014,Health,2024-01-08,70722.62,28.0,28,Fuel,1,1
INV108602,Vendor_003,Transport,2025-09-12,10212.66,28.0,31,Software License,0,0
INV109155,Vendor_001,Water Supply,2024-05-06,20222.13,5.0,18,Medical Supplies,0,0
INV103021,Vendor_038,Health,2025-06-05,12228.66,12.0,30,Vehicle Maintenance,0,0
INV106678,Vendor_002,Administration,2025-08-31,19079.4,18.0,19,Fuel,0,0
INV101992,Vendor_022,Education,2025-01-05,17275.97,18.0,43,Vehicle Maintenance,0,0
INV104028,Vendor_009,Transport,2025-01-29,13423.9,12.0,17,Furniture,0,0
INV107986,Vendor_019,Education,2025-02-28,20245.04,18.0,44,Furniture,0,0
INV107528,Vendor_016,Transport,2024-11-30,10787.47,28.0,23,Furniture,0,0
INV108023,Vendor_011,Public Works,2025-01-04,21031.54,12.0,19,Medical Supplies,0,0
INV107391,Vendor_004,Administration,2025-02-25,16407.56,18.0,27,Electronics,0,0
INV104302,Vendor_008,It & Electronics,2025-04-18,11648.69,12.0,24,Software License,0,0
INV102471,Vendor_026,Administration,2024-10-30,20145.36,5.0,18,Stationery,0,0
INV105246,Vendor_008,Transport,2024-05-05,11723.3,18.0,18,Furniture,0,0
INV103721,Vendor_038,Public Works,2025-10-24,24623.8,28.0,36,Construction Material,0,0
INV104822,Vendor_008,Transport,2025-10-22,11128.62,5.0,5,Vehicle Maintenance,0,0
INV104885,Vendor_037,Administration,2025-05-06,16863.59,12.0,7,Vehicle Maintenance,0,0
INV101396,Vendor_009,Sanitation,2025-09-03,16031.57,18.0,27,Cleaning Supplies,0,0
INV101489,Vendor_007,Administration,2025-12-16,15122.41,28.0,27,Furniture,0,0
INV104864,Vendor_036,Administration,2025-04-20,7263.97,28.0,25,Fuel,0,0
INV103532,Vendor_037,Education,2024-12-14,9569.59,28.0,5,Fuel,0,0
INV101042,Vendor_007,Health,2025-11-05,15020.06,5.0,22,Fuel,0,0
INV103833,Vendor_005,Public Works,2025-01-31,19217.81,12.0,45,Office Equipment,0,0
INV107983,Vendor_010,Public Works,2024-08-17,23095.45,18.0,30,Stationery,0,0
INV107547,Vendor_038,Health,2025-10-17,16426.19,12.0,8,Stationery,0,0
INV100257,Vendor_015,Water Supply,2024-12-24,22466.77,18.0,8,Electronics,0,0
INV109292,Vendor_018,Public Works,2024-10-05,22371.96,5.0,28,Medical Supplies,0,0
INV108789,Vendor_017,Health,2024-11-20,11581.43,18.0,39,Cleaning Supplies,0,0
INV109781,Vendor_034,Water Supply,2025-07-06,182906.08,28.0,5,Construction Material,1,1
INV105193,Vendor_028,Sanitation,2024-05-11,18663.61,18.0,19,Construction Material,0,0
INV102089,Vendor_001,Health,2024-11-12,14823.1,5.0,22,Furniture,0,0
INV108012,Vendor_016,Transport,2025-10-30,9344.93,5.0,28,Medical Supplies,0,0
INV100503,Vendor_005,Public Works,2025-07-10,20645.43,5.0,39,Construction Material,0,0
INV104486,Vendor_017,Administration,2025-07-23,18469.8,28.0,35,Cleaning Supplies,0,0
INV108991,Vendor_012,Public Works,2025-05-01,22490.86,12.0,37,Cleaning Supplies,0,0
INV101345,Vendor_013,It & Electronics,2024-01-23,11596.23,12.0,36,Electronics,0,0
INV105865,Vendor_021,Administration,2024-03-21,25145.19,18.0,27,Fuel,0,0
INV109308,Vendor_015,Public Works,2025-04-15,21610.48,5.0,38,Software License,0,0
INV102248,Vendor_010,Water Supply,2024-10-23,21524.94,12.0,2,Fuel,0,0
INV109773,Vendor_004,Public Works,2024-06-13,23687.41,5.0,13,Cleaning Supplies,0,0
INV100372,Vendor_033,Health,2025-08-29,9815.17,12.0,13,Furniture,0,0
INV108618,Vendor_001,Sanitation,2024-02-10,19668.82,12.0,31,Construction Material,0,0
INV103635,Vendor_008,Administration,2025-10-22,18972.3,28.0,27,Cleaning Supplies,0,0
INV102006,Vendor_011,Public Works,2024-08-11,20979.27,5.0,45,Office Equipment,0,0
INV200144,Vendor_030,Sanitation,2024-05-09,15714.61,5.0,13,Cleaning Supplies,1,0
INV104004,Vendor_004,Transport,2025-12-13,12358.89,12.0,19,Construction Material,0,0
INV105974,Vendor_022,Water Supply,2025-11-13,21730.52,5.0,48,Electronics,0,0
INV200092,Vendor_022,Transport,2025-06-24,12617.56,18.0,11,Office Equipment,1,0
INV109365,Vendor_016,Sanitation,2024-07-28,13112.72,28.0,10,Furniture,0,0
INV106324,Vendor_039,Public Works,2024-09-09,17630.88,5.0,40,Medical Supplies,0,0
INV102102,Vendor_030,Sanitation,2025-10-19,15190.91,28.0,47,Cleaning Supplies,0,0
INV100997,Vendor_035,Education,2025-08-28,24550.95,28.0,4,Furniture,0,0
INV108348,Vendor_031,It & Electronics,2024-12-09,73003.71,28.0,31,Furniture,1,1
INV105987,Vendor_008,It & Electronics,2024-08-03,9461.02,18.0,6,Vehicle Maintenance,0,0
INV101176,Vendor_020,Public Works,2025-12-04,21191.55,5.0,24,Stationery,0,0
INV100551,Vendor_025,Administration,2025-12-22,12637.27,12.0,26,Stationery,0,0
INV100744,Vendor_030,Transport,2025-11-24,9227.89,28.0,28,Construction Material,0,0
INV105799,Vendor_008,Water Supply,2024-02-04,20289.63,12.0,22,Construction Material,0,0
INV103329,Vendor_013,Water Supply,2024-07-30,19185.87,28.0,5,Furniture,0,0
INV103077,Vendor_035,Administration,2025-03-08,14369.94,18.0,25,Electronics,0,0
INV102907,Vendor_020,Water Supply,2025-02-26,21809.33,5.0,38,Office Equipment,0,0
INV106916,Vendor_003,Administration,2025-05-31,15682.88,28.0,29,Medical Supplies,0,0
INV105953,Vendor_035,It & Electronics,2024-11-08,12236.12,12.0,17,Medical Supplies,0,0
INV109996,Vendor_007,Public Works,2024-11-18,21711.25,5.0,30,Cleaning Supplies,0,0
INV107921,Vendor_020,Education,2024-08-31,19586.53,5.0,48,Software License,0,0
INV108505,Vendor_002,Transport,2025-10-29,10561.85,28.0,25,Stationery,0,0
INV109379,Vendor_025,Transport,2025-06-20,14800.46,5.0,37,Stationery,0,0
INV104534,Vendor_004,Public Works,2024-05-10,20881.96,12.0,8,Electronics,0,0
INV105583,Vendor_024,Water Supply,2025-04-27,19925.7,5.0,40,Fuel,0,0
INV108203,Vendor_015,Administration,2024-07-26,12385.91,12.0,3,Stationery,0,0
INV106482,Vendor_018,It & Electronics,2025-04-18,9087.4,18.0,45,Vehicle Maintenance,0,0
INV103465,Vendor_033,Administration,2024-07-06,17707.07,28.0,11,Fuel,0,0
INV100693,Vendor_021,Public Works,2024-04-17,19956.13,5.0,26,Construction Material,0,0
INV102533,Vendor_007,Sanitation,2024-01-09,23849.75,12.0,45,Vehicle Maintenance,0,0
INV104704,Vendor_999,Health,2024-07-04,11498.98,28.0,14,Furniture,1,0
INV100982,Vendor_006,Water Supply,2025-09-20,21165.89,18.0,3,Software License,0,0
INV107905,Vendor_026,Sanitation,2024-05-14,25044.72,12.0,34,Vehicle Maintenance,0,0
INV100079,Vendor_015,It & Electronics,2024-01-25,110385.12,12.0,36,Medical Supplies,1,1
INV104233,Vendor_031,Water Supply,2024-06-23,21385.9,12.0,4,Vehicle Maintenance,0,0
INV103469,Vendor_013,Water Supply,2024-11-01,21097.75,12.0,2,Vehicle Maintenance,0,0
INV106754,Vendor_016,Education,2024-01-18,17517.52,5.0,43,Fuel,0,0
INV103684,Vendor_006,Water Supply,2025-03-12,20935.13,5.0,17,Software License,0,0
INV103351,Vendor_021,Transport,2024-12-10,12319.42,18.0,11,Stationery,0,0
INV103685,Vendor_015,Administration,2024-05-09,15631.86,18.0,37,Furniture,0,0
INV106595,Vendor_017,Water Supply,2024-12-04,21639.29,5.0,1,Construction Material,0,0
INV100261,Vendor_010,Education,2025-11-04,27354.64,28.0,23,Office Equipment,0,0
INV102142,Vendor_037,Public Works,2024-05-11,22008.92,28.0,16,Software License,0,0
INV106572,Vendor_006,Administration,2024-12-01,16876.81,1.0,40,Stationery,1,0
INV102268,Vendor_030,Public Works,2025-04-16,21812.35,5.0,9,Fuel,0,0
INV100445,Vendor_034,Sanitation,2024-04-29,22116.11,12.0,5,Cleaning Supplies,0,0
INV109217,Vendor_039,Sanitation,2025-05-20,23087.15,18.0,47,Fuel,0,0
INV106808,Vendor_001,Health,2025-08-13,12270.28,5.0,5,Cleaning Supplies,0,0
INV107666,Vendor_032,Public Works,2025-01-21,23555.04,5.0,30,Construction Material,0,0
INV106903,Vendor_036,Water Supply,2025-12-29,21844.73,18.0,18,Stationery,0,0
INV103410,Vendor_039,Administration,2025-07-25,20440.45,28.0,29,Office Equipment,0,0
INV101701,Vendor_002,Sanitation,2025-06-13,16362.34,18.0,14,Cleaning Supplies,0,0
INV103755,Vendor_017,Transport,2025-03-15,12475.96,5.0,37,Office Equipment,0,0
INV102526,Vendor_034,Sanitation,2025-10-08,128989.29,12.0,17,Cleaning Supplies,1,1
INV104202,Vendor_017,Administration,2025-04-18,15813.24,5.0,29,Fuel,0,0
INV100068,Vendor_022,Public Works,2025-10-14,23095.85,18.0,37,Furniture,0,0
INV101168,Vendor_998,Sanitation,2025-02-27,12736.02,5.0,14,Construction Material,1,0
INV100048,Vendor_031,Water Supply,2025-02-14,161170.1,5.0,2,Medical Supplies,1,1
INV101053,Vendor_007,Administration,2025-01-01,16219.83,28.0,21,Office Equipment,0,0
INV100084,Vendor_028,Sanitation,2025-06-07,24618.96,5.0,1,Office Equipment,0,0
INV100880,Vendor_038,It & Electronics,2025-08-02,11606.79,18.0,7,Furniture,0,0
INV102651,Vendor_017,Transport,2025-12-07,12387.78,12.0,30,Furniture,0,0
INV104828,Vendor_030,Health,2025-02-15,10460.9,12.0,6,Furniture,0,0
INV102439,Vendor_002,Public Works,2024-04-02,20834.17,18.0,20,Software License,0,0
INV106343,Vendor_006,Education,2024-10-20,21717.74,18.0,22,Construction Material,0,0
INV108112,Vendor_010,Health,2024-02-01,13739.52,28.0,3,Cleaning Supplies,0,0
INV101467,Vendor_010,Health,2024-01-29,7272.95,12.0,7,Medical Supplies,0,0
INV109811,Vendor_040,Public Works,2025-12-30,21320.18,5.0,49,Vehicle Maintenance,0,0
INV109887,Vendor_040,Public Works,2024-08-23,21180.99,12.0,1,Furniture,0,0
INV102441,Vendor_024,Transport,2024-07-22,8413.53,12.0,9,Fuel,0,0
INV104860,Vendor_025,Public Works,2025-02-11,19297.14,5.0,5,Software License,0,0
INV100230,Vendor_003,It & Electronics,2024-08-10,7684.1,28.0,20,Vehicle Maintenance,0,0
INV101320,Vendor_031,Public Works,2024-02-04,20038.98,28.0,41,Fuel,0,0
INV100041,Vendor_007,Health,2024-12-28,8333.36,28.0,32,Software License,0,0
INV100777,Vendor_039,Public Works,2025-11-08,20235.32,5.0,8,Stationery,0,0
INV109130,Vendor_015,Administration,2025-11-20,15848.9,5.0,35,Medical Supplies,0,0
INV103848,Vendor_029,It & Electronics,2024-09-16,8759.27,28.0,37,Furniture,0,0
INV101729,Vendor_039,Sanitation,2025-10-13,26174.7,12.0,26,Software License,0,0
INV103148,Vendor_008,Water Supply,2024-09-09,19818.18,28.0,1,Electronics,0,0
INV100579,Vendor_026,Transport,2024-05-25,11863.88,18.0,4,Cleaning Supplies,0,0
INV105309,Vendor_031,Public Works,2024-06-21,17407.94,12.0,25,Software License,0,0
INV106080,Vendor_015,Public Works,2025-09-09,21927.93,28.0,21,Vehicle Maintenance,0,0
INV106872,Vendor_024,Sanitation,2025-11-28,27904.81,5.0,21,Electronics,0,0
INV107563,Vendor_002,Sanitation,2024-11-19,14763.06,5.0,24,Cleaning Supplies,0,0
INV102867,Vendor_018,Transport,2025-12-07,9118.13,5.0,13,Software License,0,0
INV101491,Vendor_002,Water Supply,2025-10-18,20610.14,12.0,1,Stationery,0,0
INV107880,Vendor_031,It & Electronics,2024-03-31,15993.95,28.0,35,Electronics,0,0
INV108076,Vendor_009,Transport,2025-06-20,12698.75,12.0,14,Construction Material,0,0
INV100061,Vendor_023,Education,2024-09-07,17678.37,18.0,49,Electronics,0,0
INV104573,Vendor_004,Administration,2024-07-26,12151.4,12.0,19,Stationery,0,0
INV104185,Vendor_026,Administration,2024-07-04,23446.95,28.0,37,Vehicle Maintenance,0,0
INV109659,Vendor_037,Transport,2024-10-31,10913.86,5.0,36,Electronics,0,0
INV100402,Vendor_027,Health,2024-11-11,10733.68,5.0,34,Office Equipment,0,0
INV100332,Vendor_017,Sanitation,2024-12-31,27630.98,5.0,49,Stationery,0,0
INV102084,Vendor_006,Health,2024-08-08,12011.58,12.0,38,Medical Supplies,0,0
INV107111,Vendor_029,Transport,2024-10-13,12280.61,5.0,18,Vehicle Maintenance,0,0
INV100164,Vendor_010,It & Electronics,2024-03-02,8799.13,12.0,36,Electronics,0,0
INV104418,Vendor_014,Sanitation,2025-07-02,14865.05,18.0,20,Vehicle Maintenance,0,0
INV102715,Vendor_029,Public Works,2025-02-12,20507.42,12.0,49,Cleaning Supplies,0,0
INV109102,Vendor_002,It & Electronics,2024-06-12,13663.93,12.0,42,Software License,0,0
INV105770,Vendor_033,Public Works,2025-01-05,18959.27,18.0,34,Software License,0,0
INV102755,Vendor_007,Education,2025-04-13,21427.65,5.0,48,Medical Supplies,0,0
INV107847,Vendor_002,Public Works,2025-09-06,19136.16,12.0,16,Vehicle Maintenance,0,0
INV107328,Vendor_010,Administration,2025-04-05,17124.92,5.0,5,Furniture,0,0
INV101334,Vendor_038,Water Supply,2024-08-18,20280.69,18.0,11,Medical Supplies,0,0
INV107503,Vendor_022,Sanitation,2025-02-23,16754.22,5.0,4,Fuel,0,0
INV102864,Vendor_022,Transport,2025-02-03,10853.05,12.0,42,Furniture,0,0
INV101659,Vendor_001,Education,2025-05-08,18702.96,18.0,10,Stationery,0,0
INV106752,Vendor_028,Transport,2025-07-09,12353.54,12.0,26,Cleaning Supplies,0,0
INV100753,Vendor_033,Sanitation,2024-06-23,26225.57,12.0,4,Construction Material,0,0
INV106854,Vendor_035,Public Works,2024-11-15,20465.12,12.0,43,Office Equipment,0,0
INV107278,Vendor_024,Water Supply,2024-08-14,19644.3,5.0,21,Electronics,0,0
INV100706,Vendor_024,Education,2025-01-13,18095.72,12.0,21,Software License,0,0
INV106065,Vendor_026,Transport,2024-05-25,12277.54,28.0,30,Fuel,0,0
INV108729,Vendor_009,Education,2025-04-09,20343.39,12.0,39,Office Equipment,0,0
INV106818,Vendor_011,Health,2025-10-27,11386.2,5.0,44,Electronics,0,0
INV200074,Vendor_004,Water Supply,2024-12-13,19801.68,18.0,39,Stationery,1,0
INV109775,Vendor_007,Health,2024-03-03,8032.4,18.0,18,Cleaning Supplies,0,0
INV108962,Vendor_030,Education,2025-11-28,16263.67,18.0,27,Software License,0,0
INV109749,Vendor_017,Administration,2024-09-14,24340.32,28.0,9,Fuel,0,0
INV109164,Vendor_002,Transport,2025-05-25,13930.42,5.0,48,Fuel,0,0
INV101834,Vendor_022,Health,2025-04-25,6373.32,12.0,1,Furniture,0,0
INV103231,Vendor_010,Public Works,2025-03-14,19862.7,28.0,14,Fuel,0,0
INV105652,Vendor_001,It & Electronics,2024-07-29,8472.46,18.0,41,Office Equipment,0,0
INV104484,Vendor_037,Health,2024-11-23,10201.4,5.0,29,Electronics,0,0
INV104695,Vendor_037,Sanitation,2025-10-22,20834.62,28.0,17,Fuel,0,0
INV109651,Vendor_021,Water Supply,2025-04-07,20723.05,5.0,38,Vehicle Maintenance,0,0
INV109124,Vendor_028,Transport,2024-07-31,10863.85,28.0,38,Construction Material,0,0
INV107533,Vendor_015,It & Electronics,2024-04-13,6643.52,28.0,41,Fuel,0,0
INV108845,Vendor_014,Transport,2024-04-19,8297.92,5.0,33,Stationery,0,0
INV105620,Vendor_028,Health,2024-03-01,13387.53,18.0,21,Cleaning Supplies,0,0
INV104030,Vendor_014,It & Electronics,2025-11-12,8466.76,12.0,47,Software License,0,0
INV102246,Vendor_028,Health,2025-08-03,12821.32,18.0,4,Cleaning Supplies,0,0
INV100835,Vendor_035,Transport,2025-01-02,8917.91,28.0,23,Stationery,0,0
INV108558,Vendor_028,Administration,2024-07-28,21053.12,28.0,18,Vehicle Maintenance,0,0
INV107153,Vendor_034,Water Supply,2025-10-01,21921.65,18.0,46,Vehicle Maintenance,0,0
INV100432,Vendor_040,Education,2025-03-13,20491.16,18.0,47,Software License,0,0
INV106662,Vendor_011,Education,2024-12-18,17941.63,2.0,8,Fuel,1,0
INV200161,Vendor_022,Public Works,2024-11-16,21528.58,18.0,45,Electronics,1,0
INV105033,Vendor_022,Public Works,2024-10-24,17508.69,5.0,2,Fuel,0,0
INV109750,Vendor_013,Water Supply,2024-06-20,20793.07,5.0,26,Office Equipment,0,0
INV106131,Vendor_035,Water Supply,2024-01-29,21110.67,12.0,7,Software License,0,0
INV101193,Vendor_030,Sanitation,2024-01-31,15785.07,5.0,40,Cleaning Supplies,0,0
INV108872,Vendor_021,Health,2024-08-09,11838.33,5.0,6,Medical Supplies,0,0
INV102906,Vendor_026,Transport,2025-04-26,10454.17,5.0,27,Furniture,0,0
INV105687,Vendor_007,Education,2024-07-09,19936.86,18.0,14,Vehicle Maintenance,0,0
INV108968,Vendor_037,It & Electronics,2025-08-23,9847.16,5.0,37,Electronics,0,0
INV109981,Vendor_010,Water Supply,2024-09-19,21292.06,5.0,25,Furniture,0,0
INV103595,Vendor_004,Administration,2025-08-20,18861.27,28.0,4,Vehicle Maintenance,0,0
INV103281,Vendor_998,Water Supply,2025-05-27,23037.17,28.0,39,Electronics,1,0
INV103458,Vendor_026,Water Supply,2025-03-21,22303.94,5.0,34,Software License,0,0
INV102729,Vendor_012,Education,2024-06-04,14910.93,12.0,39,Fuel,0,0
INV103703,Vendor_016,Health,2025-04-18,12900.84,12.0,21,Stationery,0,0
INV100433,Vendor_026,Health,2024-07-08,11717.84,12.0,24,Electronics,0,0
INV200033,Vendor_008,Public Works,2025-07-18,19427.53,5.0,28,Fuel,1,0
INV107282,Vendor_029,It & Electronics,2024-06-07,7150.23,5.0,24,Medical Supplies,0,0
INV109275,Vendor_033,Administration,2025-05-02,19300.43,18.0,31,Office Equipment,0,0
INV100104,Vendor_034,It & Electronics,2025-10-03,10463.77,12.0,17,Cleaning Supplies,0,0
INV109471,Vendor_011,Water Supply,2024-05-25,19739.96,5.0,5,Stationery,0,0
INV101656,Vendor_010,Transport,2025-07-07,12695.55,12.0,45,Vehicle Maintenance,0,0
INV101533,Vendor_002,Education,2025-04-16,28926.37,28.0,6,Electronics,0,0
INV102986,Vendor_016,Transport,2025-07-30,9307.81,28.0,14,Cleaning Supplies,0,0
INV105708,Vendor_021,Transport,2024-09-06,10468.39,5.0,32,Software License,0,0
INV101332,Vendor_024,Public Works,2024-06-28,19502.83,5.0,31,Vehicle Maintenance,0,0
INV105453,Vendor_021,Water Supply,2025-06-01,23521.08,5.0,9,Vehicle Maintenance,0,0
INV109027,Vendor_020,Public Works,2024-02-23,21116.37,5.0,19,Vehicle Maintenance,0,0
INV103540,Vendor_011,Health,2024-08-17,12673.29,18.0,13,Furniture,0,0
INV101443,Vendor_025,Sanitation,2025-03-14,19205.4,18.0,26,Electronics,0,0
INV100214,Vendor_013,Transport,2024-09-13,8709.34,12.0,25,Office Equipment,0,0
INV105581,Vendor_026,Administration,2025-06-14,12504.22,18.0,46,Construction Material,0,0
INV108372,Vendor_025,Public Works,2024-12-08,21442.17,18.0,6,Furniture,0,0
INV102910,Vendor_014,Public Works,2025-08-04,20399.75,12.0,7,Software License,0,0
INV106296,Vendor_027,Transport,2024-11-30,11936.7,12.0,33,Electronics,0,0
INV104053,Vendor_038,Sanitation,2024-09-29,12871.93,12.0,18,Electronics,0,0
INV101419,Vendor_001,Education,2025-11-19,17212.01,5.0,31,Cleaning Supplies,0,0
INV106654,Vendor_029,Water Supply,2024-08-19,188403.6,18.0,21,Fuel,1,1
INV108642,Vendor_036,It & Electronics,2025-03-03,8467.05,28.0,2,Fuel,0,0
INV100181,Vendor_036,It & Electronics,2025-07-19,5165.83,28.0,45,Stationery,0,0
INV104161,Vendor_027,It & Electronics,2024-12-10,11356.96,28.0,48,Vehicle Maintenance,0,0
INV108874,Vendor_004,Water Supply,2024-08-06,21824.21,12.0,11,Software License,0,0
INV102446,Vendor_002,It & Electronics,2025-10-08,10224.41,12.0,33,Medical Supplies,0,0
INV105544,Vendor_028,Education,2025-03-21,17609.04,28.0,2,Software License,0,0
INV200099,Vendor_007,Public Works,2025-04-30,20425.53,12.0,23,Vehicle Maintenance,1,0
INV109837,Vendor_040,Health,2024-09-15,8059.49,18.0,32,Cleaning Supplies,0,0
INV104623,Vendor_030,Water Supply,2024-02-07,21400.66,18.0,38,Furniture,0,0
INV108316,Vendor_030,Transport,2024-07-27,10791.45,5.0,2,Software License,0,0
INV108247,Vendor_012,Sanitation,2025-06-05,19388.74,18.0,25,Stationery,0,0
INV109927,Vendor_035,Administration,2024-01-26,9339.11,28.0,11,Vehicle Maintenance,0,0
INV100070,Vendor_008,Public Works,2025-12-08,24449.96,12.0,44,Electronics,0,0
INV100544,Vendor_031,Sanitation,2025-03-24,16736.03,28.0,28,Electronics,0,0
INV101204,Vendor_021,Administration,2025-10-22,16591.68,5.0,29,Cleaning Supplies,0,0
INV103518,Vendor_011,Transport,2024-03-21,11409.12,12.0,26,Electronics,0,0
INV103320,Vendor_039,It & Electronics,2024-01-02,7900.26,5.0,26,Cleaning Supplies,0,0
INV109289,Vendor_018,Health,2025-01-17,11160.46,28.0,23,Construction Material,0,0
INV106593,Vendor_014,Public Works,2025-05-30,21601.77,28.0,8,Vehicle Maintenance,0,0
INV109954,Vendor_027,Education,2025-01-14,16796.03,18.0,44,Stationery,0,0
INV105589,Vendor_001,Education,2025-04-13,7985.78,12.0,32,Stationery,0,0
INV108492,Vendor_019,Education,2025-01-12,23014.89,28.0,39,Medical Supplies,0,0
INV109222,Vendor_018,Water Supply,2025-10-20,22448.96,18.0,1,Construction Material,0,0
INV106194,Vendor_034,Health,2024-05-08,9720.65,12.0,2,Construction Material,0,0
INV108887,Vendor_028,Public Works,2024-05-17,21878.94,5.0,20,Vehicle Maintenance,0,0
INV100877,Vendor_038,Transport,2024-12-04,12634.71,18.0,37,Cleaning Supplies,0,0
INV108290,Vendor_039,Education,2025-04-24,164904.25,12.0,1,Fuel,1,1
INV100196,Vendor_022,It & Electronics,2025-12-10,8405.18,28.0,49,Office Equipment,0,0
INV109940,Vendor_012,Education,2025-06-21,19550.34,5.0,46,Office Equipment,0,0
INV104216,Vendor_039,Transport,2024-12-26,11148.62,5.0,7,Furniture,0,0
INV109667,Vendor_021,Water Supply,2025-09-20,246841.51,12.0,15,Electronics,1,1
INV102997,Vendor_017,It & Electronics,2024-05-27,7317.96,18.0,30,Medical Supplies,0,0
INV102571,Vendor_030,Public Works,2024-02-10,18586.31,5.0,48,Construction Material,0,0
INV104048,Vendor_037,Public Works,2025-09-25,18935.23,18.0,13,Vehicle Maintenance,0,0
